12_1	1	1.0
1212_1	2	0.787253946447
1223_1	2	0.787253946447
1223_2	2	0.787253946447
1223_3	2	0.787253946447
121212_1	3	0.662805482942
121223_1	4	0.574507892893
121223_2	4	0.574507892893
121223_3	3	0.662805482942
122312_1	4	0.574507892893
122312_2	4	0.574507892893
122312_3	4	0.574507892893
122313_1	3	0.662805482942
122313_2	3	0.662805482942
122313_3	3	0.662805482942
122323_1	3	0.662805482942
122323_2	4	0.574507892893
122323_3	4	0.574507892893
122324_1	3	0.662805482942
122324_2	3	0.662805482942
122324_3	3	0.662805482942
122324_4	3	0.662805482942
122334_1	3	0.662805482942
122334_2	3	0.662805482942
122334_3	3	0.662805482942
122334_4	3	0.662805482942
